lat,lon,EmergencyType,Date
52.37983407,4.918305043,Fire: VEHICLE ACCIDENT,10-3-2017
52.34126887,4.882866191000001,EMS: CARDIAC EMERGENCY,12-3-2017
52.38090303,4.883795419,EMS: ABDOMINAL PAINS,13-3-2017
52.34364416,4.876609684,Traffic: HAZARDOUS ROAD CONDITIONS -,13-3-2017
52.3794942,4.896661108,Traffic: DISABLED VEHICLE -,10-3-2017
52.34190584,4.890949293,Traffic: ROAD OBSTRUCTION -,12-3-2017
52.33709468,4.897851347,EMS: UNKNOWN MEDICAL EMERGENCY,13-3-2017
52.35995327,4.903181093,Traffic: DISABLED VEHICLE -,12-3-2017
52.34772356,4.8802214930000005,EMS: UNKNOWN MEDICAL EMERGENCY,12-3-2017
52.37752012,4.896007818999999,EMS: SEIZURES,11-3-2017
52.35310947,4.86086994,Fire: BUILDING FIRE,14-3-2017
52.34238925,4.88603289,Traffic: DISABLED VEHICLE -,13-3-2017
52.38571638,4.918463745,EMS: DIZZINESS,12-3-2017
52.33620797,4.888620053,EMS: SUBJECT IN PAIN,11-3-2017
52.35654904,4.904663501,EMS: GENERAL WEAKNESS,10-3-2017
52.39508325,4.8579894260000005,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.42556041,4.8707367260000005,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.35188048,4.891281439,EMS: CARDIAC EMERGENCY,11-3-2017
52.3458353,4.918727522,EMS: UNKNOWN MEDICAL EMERGENCY,13-3-2017
52.33943106,4.86165716,EMS: FALL VICTIM,12-3-2017
52.36680291,4.92239349,Traffic: ROAD OBSTRUCTION -,12-3-2017
52.38066269,4.855586348,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.40198953,4.923575732,Fire: ELECTRICAL FIRE OUTSIDE,12-3-2017
52.37195398,4.89940183,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.32168656,4.913010253,EMS: HEAD INJURY,13-3-2017
52.36754664,4.862142626,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38627734,4.889923817,EMS: ALTERED MENTAL STATUS,13-3-2017
52.38679566,4.904083742,EMS: DEHYDRATION,10-3-2017
52.37839171,4.893516867,EMS: NAUSEA/VOMITING,13-3-2017
52.38033017,4.8322754969999995,EMS: CARDIAC EMERGENCY,12-3-2017
52.37253198,4.858917261,EMS: CARDIAC EMERGENCY,13-3-2017
52.39752958,4.870926279,EMS: FRACTURE,14-3-2017
52.36461388,4.903777143,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.3791849,4.84835332,EMS: FALL VICTIM,14-3-2017
52.38161531,4.836750904,EMS: RESPIRATORY EMERGENCY,13-3-2017
52.35747078,4.897401106,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.34707809,4.909717852,EMS: HEAD INJURY,13-3-2017
52.35910513,4.897890796,EMS: FALL VICTIM,10-3-2017
52.38027743,4.899857415,Fire: ELECTRICAL FIRE OUTSIDE,13-3-2017
52.37011854,4.893863835,EMS: FEVER,13-3-2017
52.38361384,4.903997983,EMS: FEVER,13-3-2017
52.34506592,4.847339563999999,EMS: SYNCOPAL EPISODE,11-3-2017
52.36732396,4.885368881000001,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38721355,4.900205821,EMS: UNRESPONSIVE SUBJECT,12-3-2017
52.35879753,4.898770313,EMS: VEHICLE ACCIDENT,12-3-2017
52.32681857,4.85350749,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.37216887,4.86372183,EMS: CARDIAC EMERGENCY,12-3-2017
52.33238132,4.884446245,EMS: RESPIRATORY EMERGENCY,14-3-2017
52.36649834,4.897150678,Fire: BUILDING FIRE,14-3-2017
52.34710738,4.899369098999999,Fire: RESCUE - ELEVATOR,11-3-2017
52.38132396,4.893092677,Traffic: ROAD OBSTRUCTION -,14-3-2017
52.35237968,4.882356439,EMS: SEIZURES,10-3-2017
52.36175821,4.858872015,Traffic: DISABLED VEHICLE -,14-3-2017
52.37130032,4.879348631,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.36700828,4.866413313,EMS: HEMORRHAGING,10-3-2017
52.36297651,4.88629991,Fire: FIRE ALARM,12-3-2017
52.36395764,4.854232756,EMS: CARDIAC EMERGENCY,11-3-2017
52.37402673,4.8689803110000005,EMS: CARDIAC EMERGENCY,11-3-2017
52.36434972,4.879784417,EMS: SYNCOPAL EPISODE,13-3-2017
52.36216848,4.90654108,EMS: SUBJECT IN PAIN,11-3-2017
52.3763277,4.87297948,Traffic: DISABLED VEHICLE -,10-3-2017
52.34348546,4.9000296830000005,Fire: FIRE ALARM,10-3-2017
52.36444936,4.889168108,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.35933057,4.887193128,EMS: GENERAL WEAKNESS,12-3-2017
52.38091518,4.8739860980000005,Traffic: ROAD OBSTRUCTION -,12-3-2017
52.34592736,4.8600988869999995,EMS: FALL VICTIM,11-3-2017
52.34145363,4.868977037,EMS: CARDIAC ARREST,10-3-2017
52.35201648,4.851279397,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.36465311,4.866126522,Fire: GAS-ODOR/LEAK,11-3-2017
52.38162661,4.886021132,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.40744726,4.9024240589999994,Fire: UNKNOWN TYPE FIRE,11-3-2017
52.37097258,4.867059998,EMS: FALL VICTIM,12-3-2017
52.41112707,4.893750993,Fire: VEHICLE ACCIDENT,11-3-2017
52.38564474,4.847836092,Traffic: ROAD OBSTRUCTION -,13-3-2017
52.34481264,4.9048181369999995,Fire: FIRE ALARM,13-3-2017
52.35423949,4.899740465,Traffic: HAZARDOUS ROAD CONDITIONS -,14-3-2017
52.41218056,4.882480915,EMS: CARDIAC EMERGENCY,13-3-2017
52.37839133,4.927265274,Traffic: DISABLED VEHICLE -,14-3-2017
52.38344993,4.872644234,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.36419939,4.872703344,Fire: GAS-ODOR/LEAK,10-3-2017
52.35355146,4.883709198,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.37395075,4.895465407,EMS: VEHICLE ACCIDENT,14-3-2017
52.38182003,4.875333377,EMS: ALTERED MENTAL STATUS,11-3-2017
52.38616997,4.908589738,Fire: FIRE ALARM,11-3-2017
52.36948963,4.925071401,EMS: ALTERED MENTAL STATUS,11-3-2017
52.35801093,4.917785242,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.35546011,4.855812061,Fire: FIRE ALARM,12-3-2017
52.38797815,4.899185352,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.38762756,4.860777681,EMS: MEDICAL ALERT ALARM,10-3-2017
52.33926642,4.888137417,Traffic: HAZARDOUS ROAD CONDITIONS -,11-3-2017
52.36947365,4.883962766000001,EMS: FALL VICTIM,13-3-2017
52.38607823,4.842986185,EMS: DIZZINESS,10-3-2017
52.35319662,4.898128166,Fire: VEHICLE FIRE,14-3-2017
52.360670299999995,4.859148891999999,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.36645616,4.89872684,Fire: ELECTRICAL FIRE OUTSIDE,12-3-2017
52.36237047,4.876032099,EMS: ABDOMINAL PAINS,14-3-2017
52.3768739,4.8564239680000005,EMS: RESPIRATORY EMERGENCY,13-3-2017
52.36329141,4.890619043,EMS: VEHICLE ACCIDENT,13-3-2017
52.39861986,4.907586402,Traffic: DISABLED VEHICLE -,11-3-2017
52.38548469,4.867803094,Fire: FIRE INVESTIGATION,11-3-2017
52.3978307,4.8758108710000005,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.42198543,4.913684875,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.35538305,4.8789062869999995,EMS: SUBJECT IN PAIN,10-3-2017
52.36805772,4.8593979130000005,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.36071293,4.893818316,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.35190934,4.912104444,Fire: GAS-ODOR/LEAK,10-3-2017
52.37014267,4.8522089269999995,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.37872646,4.856004035,EMS: HEAD INJURY,11-3-2017
52.37655474,4.909369047,Fire: S/B AT HELICOPTER LANDING,11-3-2017
52.35105007,4.903253495,Fire: ELECTRICAL FIRE OUTSIDE,12-3-2017
52.42043861,4.859004038,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.36822934,4.871158217,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.37211364,4.921697812,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.40101463,4.9033371180000005,EMS: RESPIRATORY EMERGENCY,13-3-2017
52.32839241,4.88473385,EMS: FALL VICTIM,14-3-2017
52.37050208,4.881236358,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.39522043,4.897932703,Traffic: VEHICLE FIRE -,10-3-2017
52.37664386,4.866985344,Traffic: HAZARDOUS ROAD CONDITIONS -,14-3-2017
52.37639348,4.893046907,EMS: CARDIAC EMERGENCY,13-3-2017
52.352602399999995,4.919148376,Fire: GAS-ODOR/LEAK,13-3-2017
52.35572759,4.877505258,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.42561836,4.873922551000001,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.36266285,4.895928041,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.33774573,4.840070795,EMS: ABDOMINAL PAINS,14-3-2017
52.34809493,4.876610079,EMS: OVERDOSE,14-3-2017
52.38755272,4.874733737,Traffic: VEHICLE FIRE -,10-3-2017
52.35154014,4.884915793,Traffic: DISABLED VEHICLE -,14-3-2017
52.3556547,4.895921573,Traffic: ROAD OBSTRUCTION -,14-3-2017
52.36782787,4.89946308,EMS: HEAD INJURY,12-3-2017
52.37818198,4.883960242,EMS: UNCONSCIOUS SUBJECT,10-3-2017
52.38258733,4.854034503,Traffic: HAZARDOUS ROAD CONDITIONS -,11-3-2017
52.41447764,4.88203834,Fire: FIRE ALARM,10-3-2017
52.34715619,4.883927709,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.38476033,4.905268266,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.36821879,4.886280491,Traffic: DISABLED VEHICLE -,13-3-2017
52.35703261,4.9127191969999995,EMS: CVA/STROKE,12-3-2017
52.37061435,4.87992195,EMS: VEHICLE ACCIDENT,13-3-2017
52.3607294,4.83924963,EMS: FALL VICTIM,13-3-2017
52.39882015,4.8703012039999996,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.39212744,4.853842498000001,Traffic: DISABLED VEHICLE -,11-3-2017
52.36487032,4.8784218710000005,EMS: DIABETIC EMERGENCY,14-3-2017
52.36660053,4.89201119,EMS: BURN VICTIM,11-3-2017
52.35435898,4.890282575,EMS: RESPIRATORY EMERGENCY,12-3-2017
52.36409569,4.877381282,EMS: FALL VICTIM,13-3-2017
52.37381967,4.902301363,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.38955069,4.84163626,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.38784372,4.874409099,EMS: FALL VICTIM,10-3-2017
52.35647836,4.890969871,Fire: FIRE ALARM,13-3-2017
52.41124514,4.884803289,EMS: GENERAL WEAKNESS,13-3-2017
52.32002858,4.892004865,EMS: LACERATIONS,12-3-2017
52.35849913,4.878703521,EMS: MEDICAL ALERT ALARM,11-3-2017
52.41120995,4.90802111,EMS: FALL VICTIM,12-3-2017
52.33428556,4.8901075160000005,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38534632,4.881367808,Fire: FIRE INVESTIGATION,14-3-2017
52.36822753,4.8873620330000005,EMS: UNCONSCIOUS SUBJECT,11-3-2017
52.38467188,4.841514102,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.3607742,4.8811017539999995,EMS: UNCONSCIOUS SUBJECT,14-3-2017
52.3733716,4.873931077,EMS: FALL VICTIM,10-3-2017
52.35347236,4.896347981,EMS: UNKNOWN MEDICAL EMERGENCY,10-3-2017
52.40321739,4.890212743,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.37918455,4.860738359,EMS: OVERDOSE,12-3-2017
52.35970434,4.900932119,EMS: VEHICLE ACCIDENT,14-3-2017
52.34097644,4.906894183,EMS: CARDIAC EMERGENCY,13-3-2017
52.38715942,4.86800275,Traffic: DISABLED VEHICLE -,14-3-2017
52.3635357,4.889219376000001,Traffic: DISABLED VEHICLE -,11-3-2017
52.35358738,4.869281579,EMS: CARDIAC EMERGENCY,10-3-2017
52.35475867,4.857151298,EMS: FALL VICTIM,11-3-2017
52.35104678,4.894190182,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.40113454,4.9100570889999995,EMS: ABDOMINAL PAINS,11-3-2017
52.36798152,4.872491358,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.38425666,4.885822811000001,EMS: OVERDOSE,14-3-2017
52.39743636,4.871700195,EMS: FALL VICTIM,10-3-2017
52.32955212,4.8718037480000005,EMS: OVERDOSE,14-3-2017
52.38112103,4.894038494,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.34510822,4.874131289,EMS: FALL VICTIM,14-3-2017
52.37728838,4.885144601,EMS: SUBJECT IN PAIN,12-3-2017
52.35714883,4.88692981,EMS: VEHICLE ACCIDENT,12-3-2017
52.37846535,4.847830881,EMS: FALL VICTIM,13-3-2017
52.39296178,4.870015201,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.39011794,4.861441141,EMS: ALTERED MENTAL STATUS,12-3-2017
52.35081262,4.893583775,EMS: HEAD INJURY,12-3-2017
52.37502593,4.886934706,EMS: SUBJECT IN PAIN,11-3-2017
52.34994504,4.847893082,EMS: SUBJECT IN PAIN,11-3-2017
52.36498168,4.891970851,EMS: UNCONSCIOUS SUBJECT,12-3-2017
52.36213225,4.885605955,EMS: VEHICLE ACCIDENT,12-3-2017
52.39235307,4.91329542,Fire: FIRE ALARM,13-3-2017
52.36115254,4.868186282,Fire: FIRE ALARM,13-3-2017
52.33255641,4.882198881,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.39152797,4.862181608,EMS: FALL VICTIM,10-3-2017
52.36455189,4.851502057,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.38276269,4.864335006,EMS: GENERAL WEAKNESS,12-3-2017
52.33343625,4.886942473,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38990412,4.911200096,Fire: ELECTRICAL FIRE OUTSIDE,12-3-2017
52.35868213,4.898447929,Fire: VEHICLE FIRE,12-3-2017
52.37602224,4.886544488999999,EMS: CARDIAC EMERGENCY,13-3-2017
52.36307809,4.9072792839999995,Fire: S/B AT HELICOPTER LANDING,12-3-2017
52.38811616,4.867652748,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.37359899,4.855031472,EMS: SEIZURES,12-3-2017
52.3773645,4.88683551,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.35795815,4.893005976,EMS: CVA/STROKE,14-3-2017
52.43929057,4.875332392,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.37222306,4.921056271,EMS: CARDIAC EMERGENCY,10-3-2017
52.380218299999996,4.871915154,EMS: CARDIAC EMERGENCY,13-3-2017
52.35928033,4.912047682,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.356871000000005,4.877334946,EMS: HEMORRHAGING,13-3-2017
52.35734599,4.872795358,Fire: VEHICLE ACCIDENT,14-3-2017
52.35255187,4.863615475,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.36852464,4.894277983,EMS: RESPIRATORY EMERGENCY,12-3-2017
52.37264759,4.91804177,EMS: FALL VICTIM,14-3-2017
52.36368146,4.883673453,Fire: VEHICLE ACCIDENT,13-3-2017
52.38013477,4.88441985,Fire: UNKNOWN TYPE FIRE,11-3-2017
52.36517798,4.885191601,EMS: CARDIAC ARREST,10-3-2017
52.38193293,4.865861395,EMS: VEHICLE ACCIDENT,13-3-2017
52.36392991,4.89709868,Fire: FIRE ALARM,13-3-2017
52.38895776,4.8682383410000005,EMS: SEIZURES,14-3-2017
52.35029072,4.913154401,EMS: OVERDOSE,11-3-2017
52.38238852,4.862284595,Traffic: DISABLED VEHICLE -,10-3-2017
52.36139536,4.882303772,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.37348,4.943654312,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.40017759,4.930236068,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.37233833,4.834445028,Fire: FIRE INVESTIGATION,12-3-2017
52.37510736,4.867587993,EMS: MEDICAL ALERT ALARM,11-3-2017
52.34557454,4.874440133,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.3907016,4.847717783,Fire: FIRE ALARM,10-3-2017
52.37506963,4.893109597,EMS: CARBON MONOXIDE DETECTOR,13-3-2017
52.41012039,4.883043858,EMS: FEVER,10-3-2017
52.39164308,4.874434295,Fire: FIRE ALARM,14-3-2017
52.38237235,4.89552454,EMS: VEHICLE ACCIDENT,11-3-2017
52.35083858,4.866390355,EMS: VEHICLE ACCIDENT,13-3-2017
52.38499416,4.90840894,Fire: BUILDING FIRE,12-3-2017
52.39295897,4.843712115,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.37622792,4.8692523969999995,Fire: VEHICLE ACCIDENT,10-3-2017
52.36449295,4.881240826,Traffic: DISABLED VEHICLE -,13-3-2017
52.36599165,4.898312891000001,EMS: SUBJECT IN PAIN,10-3-2017
52.3201688,4.852477675,Traffic: DISABLED VEHICLE -,14-3-2017
52.38735843,4.858666702,EMS: OVERDOSE,11-3-2017
52.33081935,4.895696383,EMS: HEMORRHAGING,10-3-2017
52.38579182,4.889368344,EMS: SUBJECT IN PAIN,14-3-2017
52.35843775,4.872450863,EMS: SUBJECT IN PAIN,10-3-2017
52.40695995,4.917786905,Traffic: ROAD OBSTRUCTION -,13-3-2017
52.42638772,4.8974985669999995,Traffic: ROAD OBSTRUCTION -,11-3-2017
52.356819,4.897283527,EMS: MEDICAL ALERT ALARM,13-3-2017
52.37668311,4.893228371,Traffic: DISABLED VEHICLE -,12-3-2017
52.35753909,4.850779939,EMS: UNKNOWN MEDICAL EMERGENCY,11-3-2017
52.3747124,4.847212944,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.38118544,4.859018927,EMS: ABDOMINAL PAINS,11-3-2017
52.35664145,4.8727149,EMS: FRACTURE,13-3-2017
52.37817014,4.867087312,EMS: RESPIRATORY EMERGENCY,11-3-2017
52.32110869,4.896318298,EMS: SEIZURES,12-3-2017
52.37897571,4.842624763,EMS: SYNCOPAL EPISODE,13-3-2017
52.37056279,4.896207496000001,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.360144700000006,4.9110031560000005,EMS: VEHICLE ACCIDENT,12-3-2017
52.36952644,4.866046257,EMS: HEMORRHAGING,13-3-2017
52.38015729,4.868337327,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.3702384,4.855585463,EMS: ABDOMINAL PAINS,13-3-2017
52.34182753,4.887414151000001,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38461823,4.863823128,EMS: CARDIAC EMERGENCY,12-3-2017
52.377615399999996,4.8894352539999995,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.35359816,4.860048188,EMS: CARDIAC ARREST,11-3-2017
52.33005822,4.874571963,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.36360333,4.897244057,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.3617348,4.893808816,EMS: BACK PAINS/INJURY,14-3-2017
52.34703435,4.881853748,EMS: UNKNOWN MEDICAL EMERGENCY,13-3-2017
52.33510127,4.9120798930000005,Fire: VEHICLE LEAKING FUEL,11-3-2017
52.37944535,4.892890288,EMS: ASSAULT VICTIM,13-3-2017
52.38127049,4.9054623280000005,EMS: CHOKING,11-3-2017
52.36988655,4.901336756,EMS: OVERDOSE,10-3-2017
52.371199,4.886191568,EMS: ABDOMINAL PAINS,14-3-2017
52.37734907,4.8506083669999995,EMS: ALTERED MENTAL STATUS,10-3-2017
52.39332666,4.879369957,EMS: UNCONSCIOUS SUBJECT,14-3-2017
52.39258671,4.912115025,Fire: FIRE ALARM,14-3-2017
52.36276693,4.874399516,Fire: UNKNOWN TYPE FIRE,12-3-2017
52.37173003,4.879707774,Fire: FIRE ALARM,12-3-2017
52.35955445,4.921298584,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.37279739,4.863195016000001,EMS: GENERAL WEAKNESS,12-3-2017
52.36004395,4.884952475,EMS: OVERDOSE,10-3-2017
52.35703075,4.859800096,EMS: CARDIAC EMERGENCY,12-3-2017
52.41942679,4.925343624,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.38600971,4.88708683,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.33733408,4.876759141,EMS: FALL VICTIM,14-3-2017
52.37647368,4.861835298,Fire: RESCUE - GENERAL,12-3-2017
52.37427671,4.936985342,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.37642572,4.855905334,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.38085419,4.8866850280000005,Traffic: ROAD OBSTRUCTION -,13-3-2017
52.3465974,4.884141133,EMS: SUBJECT IN PAIN,11-3-2017
52.38681796,4.911592799,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.374418,4.867582608999999,EMS: FRACTURE,11-3-2017
52.36911369,4.856632613,Fire: BUILDING FIRE,10-3-2017
52.36338943,4.868485891000001,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.42324509,4.87330256,Traffic: DISABLED VEHICLE -,10-3-2017
52.36554906,4.892270694,Fire: WOODS/FIELD FIRE,11-3-2017
52.36826149,4.867871574,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.32837186,4.921509614,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.37343928,4.865865611,EMS: SYNCOPAL EPISODE,14-3-2017
52.3510477,4.834221626000001,Traffic: DISABLED VEHICLE -,12-3-2017
52.37919836,4.871352834,Traffic: DISABLED VEHICLE -,12-3-2017
52.35729732,4.875275141,EMS: CARDIAC EMERGENCY,13-3-2017
52.34237514,4.912596446,Fire: FIRE ALARM,11-3-2017
52.34703411,4.9091455239999995,EMS: NAUSEA/VOMITING,10-3-2017
52.3873036,4.904076869,EMS: VEHICLE ACCIDENT,11-3-2017
52.38596742,4.878757664,EMS: HEAD INJURY,13-3-2017
52.39105731,4.86539905,EMS: FEVER,10-3-2017
52.40048648,4.926426461,EMS: FALL VICTIM,13-3-2017
52.39578087,4.854546532,Traffic: ROAD OBSTRUCTION -,12-3-2017
52.37393186,4.883813182,EMS: ABDOMINAL PAINS,14-3-2017
52.36165419,4.893685276,EMS: SEIZURES,13-3-2017
52.37349585,4.892276697,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.36023248,4.87587704,EMS: GENERAL WEAKNESS,14-3-2017
52.3109157,4.882643241999999,EMS: DIABETIC EMERGENCY,10-3-2017
52.38958126,4.9087282430000005,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.41621657,4.909181323,EMS: SUBJECT IN PAIN,10-3-2017
52.37038838,4.876396639,EMS: UNCONSCIOUS SUBJECT,12-3-2017
52.35091349,4.881767528999999,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.37142277,4.860448717,Traffic: VEHICLE FIRE -,11-3-2017
52.34746273,4.861381178,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.38292105,4.874214445,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.3506114,4.857296871,EMS: HEAD INJURY,12-3-2017
52.38715427,4.888171031000001,EMS: SEIZURES,14-3-2017
52.37560344,4.8635070780000005,Traffic: HAZARDOUS ROAD CONDITIONS -,10-3-2017
52.3677199,4.891824636,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.39513188,4.898422233,Traffic: ROAD OBSTRUCTION -,10-3-2017
52.34076384,4.868204705,Fire: RESCUE - GENERAL,14-3-2017
52.35543827,4.869993997,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.3710969,4.871109566,EMS: CHOKING,12-3-2017
52.34195746,4.891801538,EMS: VEHICLE ACCIDENT,11-3-2017
52.41727426,4.8616367369999995,EMS: ALTERED MENTAL STATUS,11-3-2017
52.37789245,4.900136087,Fire: GAS-ODOR/LEAK,12-3-2017
52.37647506,4.885686097,EMS: CARDIAC EMERGENCY,14-3-2017
52.36512295,4.865674884,EMS: FALL VICTIM,10-3-2017
52.37164353,4.870810429,EMS: CARDIAC EMERGENCY,10-3-2017
52.37556467,4.887103822,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.39239032,4.875904594,EMS: UNKNOWN MEDICAL EMERGENCY,11-3-2017
52.36382852,4.871624359,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.39891319,4.8771960110000006,Fire: CARBON MONOXIDE DETECTOR,13-3-2017
52.41823727,4.855056718,Traffic: DISABLED VEHICLE -,14-3-2017
52.36919439,4.906685334,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.36265766,4.881021635,EMS: CVA/STROKE,10-3-2017
52.38521365,4.9159252989999995,Fire: FIRE ALARM,13-3-2017
52.378964700000004,4.865773685,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.39580656,4.873182732,EMS: UNKNOWN MEDICAL EMERGENCY,13-3-2017
52.40230829,4.896483189,Traffic: DISABLED VEHICLE -,11-3-2017
52.3677876,4.864299681,Fire: BUILDING FIRE,10-3-2017
52.35002013,4.883186752,Traffic: DISABLED VEHICLE -,10-3-2017
52.39218042,4.863289093000001,EMS: FRACTURE,11-3-2017
52.39095042,4.874729566,EMS: UNCONSCIOUS SUBJECT,10-3-2017
52.37566725,4.87991534,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.35268119,4.864375129,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.36821586,4.895477926,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.39008836,4.881268037,EMS: UNKNOWN MEDICAL EMERGENCY,14-3-2017
52.36697177,4.892437931,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38916706,4.881719104,Fire: FIRE SPECIAL SERVICE,10-3-2017
52.37602876,4.856452375,EMS: RESPIRATORY EMERGENCY,11-3-2017
52.360528,4.893502906,EMS: OVERDOSE,10-3-2017
52.37159988,4.870925047,Traffic: ROAD OBSTRUCTION -,12-3-2017
52.35413824,4.90213381,Fire: VEHICLE ACCIDENT,14-3-2017
52.3524667,4.8588311630000005,EMS: SEIZURES,11-3-2017
52.37666563,4.88624488,EMS: MEDICAL ALERT ALARM,14-3-2017
52.37456107,4.8914415,EMS: CARDIAC EMERGENCY,12-3-2017
52.36654625,4.921548649,Fire: WOODS/FIELD FIRE,13-3-2017
52.34875224,4.881276654,EMS: HEMORRHAGING,13-3-2017
52.366275,4.865545826,Traffic: DISABLED VEHICLE -,14-3-2017
52.37128393,4.879428067,EMS: FALL VICTIM,14-3-2017
52.34383304,4.856058401,Traffic: ROAD OBSTRUCTION -,11-3-2017
52.375142499999995,4.878319977,EMS: ABDOMINAL PAINS,14-3-2017
52.36870612,4.921781623,EMS: CARDIAC EMERGENCY,11-3-2017
52.40315518,4.892066661,Traffic: DISABLED VEHICLE -,13-3-2017
52.39635521,4.898960525,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.36733909,4.879816671,Traffic: DISABLED VEHICLE -,11-3-2017
52.38031276,4.865523672,Fire: GAS-ODOR/LEAK,10-3-2017
52.36456825,4.892803004,EMS: RESPIRATORY EMERGENCY,11-3-2017
52.3632718,4.882164992,Traffic: DISABLED VEHICLE -,14-3-2017
52.3396696,4.890530743,EMS: HEAD INJURY,11-3-2017
52.38090851,4.868412547,EMS: CARDIAC EMERGENCY,12-3-2017
52.34722382,4.884530906,Traffic: ROAD OBSTRUCTION -,14-3-2017
52.37976017,4.893881778,EMS: DIZZINESS,10-3-2017
52.38773411,4.86282564,EMS: OVERDOSE,12-3-2017
52.40300572,4.911543878,Traffic: VEHICLE ACCIDENT -,13-3-2017
